Date,Sender,Subject,Body
4/13/2021 19:46:06,Rukus - ATL Beltline <atlbeltline@rukusfranchise.com>,"Nice job, here's your ride results!","
[image: Rukus]
Rukus - Ride Results
Mac Miller, Eminem & friends - RukusPrime @ Apr 13th 7:00 PM 
457 Calories 
284 Points
1 Class Rank 
12.6mi Distance 
62 / 126
Avg / Max RPM 
114 / 225
Avg / Max Watts
17.0 / 22.9
Avg / Max MPH 
0 / 0
Avg / Max HR 
Minutes in RPM Zones 
3
ZONE 1
26
ZONE 2
4
ZONE 3
9
ZONE 4
0
ZONE 5 
SPRINT PONTS RANK
1st: 30 sec 2 2
2nd: 30 sec 2 7 
Bring a Friend <https://gocyclenow.com/refer?member=[MEMBER EMAIL]> 
Book a Ride <https://rukus.click/applink> 
[image: Rate Eve]
Rate your CyclePro
Eve
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=1&id=156947115&iid=338770&n=Eve> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=2&id=156947115&iid=338770&n=Eve> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=3&id=156947115&iid=338770&n=Eve> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=4&id=156947115&iid=338770&n=Eve> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=5&id=156947115&iid=338770&n=Eve> 
Weekly totals
457/457
Avg / Max Calories
0h 44m
Total Ride Time
Monthly Totals
1029/2536
Avg / Max Calories
3h 37m
Total Ride Time
https://gocyclenow.com • (470) 260-7746 <+1(470) 260-7746> 
<https://www.facebook.com/RukusBeltLine/> 
<https://www.instagram.com/rukusbeltline> <https://twitter.com/GoCycleNow>"
4/18/2021 11:12:16,Rukus - ATL Beltline <atlbeltline@rukusfranchise.com>,"Nice job, here's your ride results!","
[image: Rukus]
Rukus - Ride Results
DUO RIDE: Chris Brown vs T-Pain with JP - RukusPrime @ Apr 18th 10:30 AM 
508 Calories 
313 Points
3 Class Rank 
12.4mi Distance 
55 / 120
Avg / Max RPM 
136 / 201
Avg / Max Watts
19.0 / 22.0
Avg / Max MPH 
0 / 0
Avg / Max HR 
Minutes in RPM Zones 
2
ZONE 1
33
ZONE 2
3
ZONE 3
2
ZONE 4
0
ZONE 5 
SPRINT PONTS RANK
1st: 30 sec 2 10
2nd: 30 sec 2 16 
Bring a Friend <https://gocyclenow.com/refer?member=[MEMBER EMAIL]> 
Book a Ride <https://rukus.click/applink> 
[image: Rate Rod]
Rate your CyclePro
Rod
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=1&id=157398916&iid=407089&n=Rod> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=2&id=157398916&iid=407089&n=Rod> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=3&id=157398916&iid=407089&n=Rod> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=4&id=157398916&iid=407089&n=Rod> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=5&id=157398916&iid=407089&n=Rod> 
Weekly totals
482/965
Avg / Max Calories
1h 26m
Total Ride Time
Monthly Totals
1031/2488
Avg / Max Calories
3h 34m
Total Ride Time
https://gocyclenow.com • (470) 260-7746 <+1(470) 260-7746> 
<https://www.facebook.com/RukusBeltLine/> 
<https://www.instagram.com/rukusbeltline> <https://twitter.com/GoCycleNow>"
4/21/2021 18:28:15,Rukus - ATL Beltline <atlbeltline@rukusfranchise.com>,"Nice job, here's your ride results!","
[image: Rukus]
Rukus - Ride Results
EXPLICIT: Drake, Migos + Fetty Wap - RukusPrime @ Apr 21st 5:45 PM 
552 Calories 
344 Points
5 Class Rank 
13.8mi Distance 
60 / 116
Avg / Max RPM 
143 / 212
Avg / Max Watts
19.0 / 22.4
Avg / Max MPH 
0 / 0
Avg / Max HR 
Minutes in RPM Zones 
2
ZONE 1
27
ZONE 2
3
ZONE 3
9
ZONE 4
0
ZONE 5 
SPRINT PONTS RANK
1st: 20 sec 2 8
2nd: 30 sec 2 8 
Bring a Friend <https://gocyclenow.com/refer?member=[MEMBER EMAIL]> 
Book a Ride <https://rukus.click/applink> 
[image: Rate Sam]
Rate your CyclePro
Sam
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=1&id=157742696&iid=382939&n=Sam> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=2&id=157742696&iid=382939&n=Sam> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=3&id=157742696&iid=382939&n=Sam> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=4&id=157742696&iid=382939&n=Sam> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=5&id=157742696&iid=382939&n=Sam> 
Weekly totals
530/1060
Avg / Max Calories
1h 24m
Total Ride Time
Monthly Totals
1044/3040
Avg / Max Calories
4h 18m
Total Ride Time
https://gocyclenow.com • (470) 260-7746 <+1(470) 260-7746> 
<https://www.facebook.com/RukusBeltLine/> 
<https://www.instagram.com/rukusbeltline> <https://twitter.com/GoCycleNow>"
4/23/2021 18:31:10,Rukus - ATL Beltline <atlbeltline@rukusfranchise.com>,"Nice job, here's your ride results!","
[image: Rukus]
Rukus - Ride Results
Happy Hour - RukusPrime @ Apr 23rd 5:45 PM 
586 Calories 
366 Points
3 Class Rank 
14.7mi Distance 
58 / 115
Avg / Max RPM 
150 / 240
Avg / Max Watts
20.0 / 23.4
Avg / Max MPH 
0 / 0
Avg / Max HR 
Minutes in RPM Zones 
3
ZONE 1
28
ZONE 2
4
ZONE 3
6
ZONE 4
0
ZONE 5 

SPRINT POINTS RANK
1st: 45 sec 4 8
2nd: [SPRINT2TIME] sec [SPRINT2POINTS] [SPRINT2RANK] 
Bring a Friend <https://gocyclenow.com/refer?member=[MEMBER EMAIL]> 
Book a Ride <https://rukus.click/applink> 
[image: Rate J]
Rate your CyclePro
J
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=1&id=158005099&iid=353295&n=J> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=2&id=158005099&iid=353295&n=J> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=3&id=158005099&iid=353295&n=J> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=4&id=158005099&iid=353295&n=J> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=5&id=158005099&iid=353295&n=J> 
Weekly totals
548/1646
Avg / Max Calories
2h 8m
Total Ride Time
Monthly Totals
1065/3142
Avg / Max Calories
4h 18m
Total Ride Time
https://gocyclenow.com • (470) 260-7746 <+1(470) 260-7746> 
<https://www.facebook.com/RukusBeltLine/> 
<https://www.instagram.com/rukusbeltline> <https://twitter.com/GoCycleNow>"
4/28/2021 19:41:19,Rukus - ATL Beltline <atlbeltline@rukusfranchise.com>,You did it! Here's your ImPulse results!,"
[image: Rukus]
Rukus - Ride Results
RukusImpulse @ Apr 28th 7:00 PM @ 7:00 PM 
170 / 195
Avg / Max HR 
533 Calories
8 Rank 
297 Points 
Minutes in Heart Rate Zone
Percentage of your maximum heart rate. 
1
ZONE 1
50 - 60 %
3
ZONE 2
61 - 70 %
3
ZONE 3
71 - 83 %
2
ZONE 4
84 - 91 %
32
ZONE 5
91 - 100 % 
Bring a Friend <https://gocyclenow.com/refer> 
Book a Ride <http://rukus.click/applink>
Save $10 off an ImPulse Monitor 
<https://gocyclenow.com/coupon/impulsecoupon2019.png> 
[image: Rate Rod]
Rate your CyclePro
Rod
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=1&id=158459691&iid=407089&n=Rod> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=2&id=158459691&iid=407089&n=Rod> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=3&id=158459691&iid=407089&n=Rod> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=4&id=158459691&iid=407089&n=Rod> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=5&id=158459691&iid=407089&n=Rod> 
Weekly totals
1102/1671
Avg / Max Calories
2h 9m
Total Ride Time
Monthly Totals
1064/3182
Avg / Max Calories
4h 19m
Total Ride Time
https://gocyclenow.com • (470) 260-7746 <+1(470) 260-7746> 
<https://www.facebook.com/RukusBeltLine/> 
<https://www.instagram.com/rukusbeltline> <https://twitter.com/GoCycleNow>"
5/06/2021 18:27,Rukus - ATL Beltline <atlbeltline@rukusfranchise.com>,You did it! Here's your ImPulse results!,"
[image: Rukus]
Rukus - Ride Results
RukusImpulse @ May 6th 5:45 PM @ 5:45 PM 
175 / 192
Avg / Max HR 
499 Calories
11 Rank 
313 Points 
Minutes in Heart Rate Zone
Percentage of your maximum heart rate. 
0
ZONE 1
50 - 60 %
0
ZONE 2
61 - 70 %
0
ZONE 3
71 - 83 %
2
ZONE 4
84 - 91 %
36
ZONE 5
91 - 100 % 
Bring a Friend <https://gocyclenow.com/refer> 
Book a Ride <http://rukus.click/applink>
Save $10 off an ImPulse Monitor 
<https://gocyclenow.com/coupon/impulsecoupon2019.png> 
[image: Rate Jenn]
Rate your CyclePro
Jenn
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=1&id=159212642&iid=431911&n=Jenn> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=2&id=159212642&iid=431911&n=Jenn> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=3&id=159212642&iid=431911&n=Jenn> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=4&id=159212642&iid=431911&n=Jenn> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=5&id=159212642&iid=431911&n=Jenn> 
Weekly totals
499/499
Avg / Max Calories
0h 40m
Total Ride Time
Monthly Totals
1041/3135
Avg / Max Calories
4h 16m
Total Ride Time
https://gocyclenow.com • (470) 260-7746 <+1(470) 260-7746> 
<https://www.facebook.com/RukusBeltLine/> 
<https://www.instagram.com/rukusbeltline> <https://twitter.com/GoCycleNow>"
5/23/2021 11:11:40,Rukus - ATL Beltline <atlbeltline@rukusfranchise.com>,"Nice job, here's your ride results!","
[image: Rukus]
Rukus - Ride Results
Rihanna vs Chris Brown Duo Ride w/ Daphne - RukusPrime @ May 23rd 10:30 AM 
534 Calories 
317 Points
2 Class Rank 
12.2mi Distance 
55 / 117
Avg / Max RPM 
137 / 227
Avg / Max Watts
19.0 / 23.0
Avg / Max MPH 
0 / 0
Avg / Max HR 
Minutes in RPM Zones 
1
ZONE 1
32
ZONE 2
2
ZONE 3
6
ZONE 4
0
ZONE 5 

SPRINT POINTS RANK
1st: 30 sec 2 7
2nd: 30 sec 2 3 
Bring a Friend <https://gocyclenow.com/refer?member=[MEMBER EMAIL]> 
Book a Ride <https://rukus.click/applink> 
[image: Rate Rod]
Rate your CyclePro
Rod
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=1&id=160726918&iid=407089&n=Rod> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=2&id=160726918&iid=407089&n=Rod> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=3&id=160726918&iid=407089&n=Rod> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=4&id=160726918&iid=407089&n=Rod> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=5&id=160726918&iid=407089&n=Rod> 
Weekly totals
434/869
Avg / Max Calories
1h 15m
Total Ride Time
Monthly Totals
996/2952
Avg / Max Calories
4h 2m
Total Ride Time
https://gocyclenow.com • (470) 260-7746 <+1(470) 260-7746> 
<https://www.facebook.com/RukusBeltLine/> 
<https://www.instagram.com/rukusbeltline> <https://twitter.com/GoCycleNow>"
5/25/2021 18:28:05,Rukus - ATL Beltline <atlbeltline@rukusfranchise.com>,"Nice job, here's your ride results!","
[image: Rukus]
Rukus - Ride Results
RukusPrime @ May 25th 5:45 PM 
495 Calories 
307 Points
5 Class Rank 
13.0mi Distance 
63 / 125
Avg / Max RPM 
130 / 260
Avg / Max Watts
18.0 / 24.1
Avg / Max MPH 
0 / 0
Avg / Max HR 
Minutes in RPM Zones 
3
ZONE 1
23
ZONE 2
6
ZONE 3
9
ZONE 4
0
ZONE 5 

SPRINT POINTS RANK
1st: 20 sec 1 6
2nd: 30 sec 2 5 
Bring a Friend <https://gocyclenow.com/refer?member=[MEMBER EMAIL]> 
Book a Ride <https://rukus.click/applink> 
[image: Rate Jenn]
Rate your CyclePro
Jenn
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=1&id=160976476&iid=431911&n=Jenn> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=2&id=160976476&iid=431911&n=Jenn> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=3&id=160976476&iid=431911&n=Jenn> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=4&id=160976476&iid=431911&n=Jenn> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=5&id=160976476&iid=431911&n=Jenn> 
Weekly totals
454/1364
Avg / Max Calories
1h 57m
Total Ride Time
Monthly Totals
973/2861
Avg / Max Calories
4h 1m
Total Ride Time
https://gocyclenow.com • (470) 260-7746 <+1(470) 260-7746> 
<https://www.facebook.com/RukusBeltLine/> 
<https://www.instagram.com/rukusbeltline> <https://twitter.com/GoCycleNow>"
6/06/2021 9:59,Rukus - ATL Beltline <atlbeltline@rukusfranchise.com>,"Nice job, here's your ride results!","
[image: Rukus]
Rukus - Ride Results
Brunch - RukusSurge (HIIT) @ Jun 6th 9:30 AM 
417 Calories 
234 Points
2 Class Rank 
9.4mi Distance 
60 / 94
Avg / Max RPM 
142 / 241
Avg / Max Watts
19.0 / 23.5
Avg / Max MPH 
0 / 0
Avg / Max HR 
Minutes in RPM Zones 
0
ZONE 1
21
ZONE 2
7
ZONE 3
3
ZONE 4
0
ZONE 5 

SPRINT POINTS RANK
1st: 20 sec 2 2
2nd: 15 sec 1 2 
Bring a Friend <https://gocyclenow.com/refer?member=[MEMBER EMAIL]> 
Book a Ride <https://rukus.click/applink> 
[image: Rate Maddie]
Rate your CyclePro
Maddie
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=1&id=162007065&iid=487335&n=Maddie> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=2&id=162007065&iid=487335&n=Maddie> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=3&id=162007065&iid=487335&n=Maddie> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=4&id=162007065&iid=487335&n=Maddie> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=5&id=162007065&iid=487335&n=Maddie> 
Weekly totals
417/417
Avg / Max Calories
0h 32m
Total Ride Time
Monthly Totals
948/2745
Avg / Max Calories
3h 51m
Total Ride Time
https://gocyclenow.com • (470) 260-7746 <+1(470) 260-7746> 
<https://www.facebook.com/RukusBeltLine/> 
<https://www.instagram.com/rukusbeltline> <https://twitter.com/GoCycleNow>"
6/08/2021 18:28,Rukus - ATL Beltline <atlbeltline@rukusfranchise.com>,"Nice job, here's your ride results!","
[image: Rukus]
Rukus - Ride Results
RukusPrime @ Jun 8th 5:45 PM 
531 Calories 
331 Points
4 Class Rank 
13.7mi Distance 
66 / 119
Avg / Max RPM 
136 / 238
Avg / Max Watts
19.0 / 23.4
Avg / Max MPH 
0 / 0
Avg / Max HR 
Minutes in RPM Zones 
0
ZONE 1
24
ZONE 2
7
ZONE 3
11
ZONE 4
0
ZONE 5 

SPRINT POINTS RANK
1st: 30 sec 3 7
2nd: 30 sec 3 9 
Bring a Friend <https://gocyclenow.com/refer?member=[MEMBER EMAIL]> 
Book a Ride <https://rukus.click/applink> 
[image: Rate Jenn]
Rate your CyclePro
Jenn
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=1&id=162258315&iid=431911&n=Jenn> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=2&id=162258315&iid=431911&n=Jenn> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=3&id=162258315&iid=431911&n=Jenn> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=4&id=162258315&iid=431911&n=Jenn> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=5&id=162258315&iid=431911&n=Jenn> 
Weekly totals
266/532
Avg / Max Calories
0h 44m
Total Ride Time
Monthly Totals
393/2361
Avg / Max Calories
3h 23m
Total Ride Time
https://gocyclenow.com • (470) 260-7746 <+1(470) 260-7746> 
<https://www.facebook.com/RukusBeltLine/> 
<https://www.instagram.com/rukusbeltline> <https://twitter.com/GoCycleNow>"
6/13/2021 9:59:47,Rukus - ATL Beltline <atlbeltline@rukusfranchise.com>,"Nice job, here's your ride results!","
[image: Rukus]
Rukus - Ride Results
Brunch - RukusSurge (HIIT) @ Jun 13th 9:30 AM 
428 Calories 
236 Points
1 Class Rank 
9.4mi Distance 
63 / 134
Avg / Max RPM 
143 / 244
Avg / Max Watts
19.0 / 23.6
Avg / Max MPH 
0 / 0
Avg / Max HR 
Minutes in RPM Zones 
0
ZONE 1
21
ZONE 2
5
ZONE 3
6
ZONE 4
0
ZONE 5 

SPRINT POINTS RANK
1st: 15 sec 2 1
2nd: 20 sec 1 6 
Bring a Friend <https://gocyclenow.com/refer?member=[MEMBER EMAIL]> 
Book a Ride <https://rukus.click/applink> 
[image: Rate Maddie]
Rate your CyclePro
Maddie
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=1&id=162637129&iid=487335&n=Maddie> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=2&id=162637129&iid=487335&n=Maddie> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=3&id=162637129&iid=487335&n=Maddie> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=4&id=162637129&iid=487335&n=Maddie> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=5&id=162637129&iid=487335&n=Maddie> 
Weekly totals
320/960
Avg / Max Calories
1h 17m
Total Ride Time
Monthly Totals
398/2789
Avg / Max Calories
3h 56m
Total Ride Time
https://gocyclenow.com • (470) 260-7746 <+1(470) 260-7746> 
<https://www.facebook.com/RukusBeltLine/> 
<https://www.instagram.com/rukusbeltline> <https://twitter.com/GoCycleNow>"
6/15/2021 12:42:46,Rukus - ATL Beltline <atlbeltline@rukusfranchise.com>,"Nice job, here's your ride results!","
[image: Rukus]
Rukus - Ride Results
RukusPrime @ Jun 15th 12:00 PM 
531 Calories 
331 Points
1 Class Rank 
13.0mi Distance 
60 / 130
Avg / Max RPM 
139 / 259
Avg / Max Watts
19.0 / 24.1
Avg / Max MPH 
0 / 0
Avg / Max HR 
Minutes in RPM Zones 
2
ZONE 1
29
ZONE 2
3
ZONE 3
7
ZONE 4
0
ZONE 5 

SPRINT POINTS RANK
1st: 20 sec 2 3
2nd: 20 sec 2 1 
Bring a Friend <https://gocyclenow.com/refer?member=[MEMBER EMAIL]> 
Book a Ride <https://rukus.click/applink> 
[image: Rate Daphne]
Rate your CyclePro
Daphne
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=1&id=162858425&iid=338788&n=Daphne> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=2&id=162858425&iid=338788&n=Daphne> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=3&id=162858425&iid=338788&n=Daphne> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=4&id=162858425&iid=338788&n=Daphne> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=5&id=162858425&iid=338788&n=Daphne> 
Weekly totals
496/1490
Avg / Max Calories
1h 59m
Total Ride Time
Monthly Totals
407/2855
Avg / Max Calories
3h 57m
Total Ride Time
https://gocyclenow.com • (470) 260-7746 <+1(470) 260-7746> 
<https://www.facebook.com/RukusBeltLine/> 
<https://www.instagram.com/rukusbeltline> <https://twitter.com/GoCycleNow>"
6/20/2021 11:13:13,Rukus - ATL Beltline <atlbeltline@rukusfranchise.com>,"Nice job, here's your ride results!","
[image: Rukus]
Rukus - Ride Results
Brunch - RukusPrime @ Jun 20th 10:30 AM 
520 Calories 
323 Points
2 Class Rank 
12.7mi Distance 
60 / 124
Avg / Max RPM 
134 / 262
Avg / Max Watts
19.0 / 24.2
Avg / Max MPH 
0 / 0
Avg / Max HR 
Minutes in RPM Zones 
3
ZONE 1
27
ZONE 2
2
ZONE 3
9
ZONE 4
0
ZONE 5 

SPRINT POINTS RANK
1st: 30 sec 3 5
2nd: 30 sec 2 8 
Bring a Friend <https://gocyclenow.com/refer?member=[MEMBER EMAIL]> 
Book a Ride <https://rukus.click/applink> 
[image: Rate Rod]
Rate your CyclePro
Rod
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=1&id=163261637&iid=407089&n=Rod> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=2&id=163261637&iid=407089&n=Rod> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=3&id=163261637&iid=407089&n=Rod> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=4&id=163261637&iid=407089&n=Rod> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=5&id=163261637&iid=407089&n=Rod> 
Weekly totals
493/1479
Avg / Max Calories
1h 59m
Total Ride Time
Monthly Totals
434/3040
Avg / Max Calories
4h 9m
Total Ride Time
https://gocyclenow.com • (470) 260-7746 <+1(470) 260-7746> 
<https://www.facebook.com/RukusBeltLine/> 
<https://www.instagram.com/rukusbeltline> <https://twitter.com/GoCycleNow>"
7/04/2021 11:13,Rukus - ATL Beltline <atlbeltline@rukusfranchise.com>,"Nice job, here's your ride results!","
[image: Rukus]
Rukus - Ride Results
Brunch - RukusPrime @ Jul 4th 10:30 AM 
561 Calories 
347 Points
3 Class Rank 
12.8mi Distance 
56 / 99
Avg / Max RPM 
140 / 249
Avg / Max Watts
19.0 / 23.7
Avg / Max MPH 
0 / 0
Avg / Max HR 
Minutes in RPM Zones 
4
ZONE 1
29
ZONE 2
6
ZONE 3
4
ZONE 4
0
ZONE 5 

SPRINT POINTS RANK
1st: 30 sec 2 5
2nd: 30 sec 2 6 
Bring a Friend <https://gocyclenow.com/refer?member=[MEMBER EMAIL]> 
Book a Ride <https://rukus.click/applink> 
[image: Rate Rod]
Rate your CyclePro
Rod
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=1&id=164760372&iid=407089&n=Rod> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=2&id=164760372&iid=407089&n=Rod> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=3&id=164760372&iid=407089&n=Rod> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=4&id=164760372&iid=407089&n=Rod> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=5&id=164760372&iid=407089&n=Rod> 
Weekly totals
543/1086
Avg / Max Calories
1h 28m
Total Ride Time
Monthly Totals
392/3140
Avg / Max Calories
4h 11m
Total Ride Time
https://gocyclenow.com • (470) 260-7746 <+1(470) 260-7746> 
<https://www.facebook.com/RukusBeltLine/> 
<https://www.instagram.com/rukusbeltline> <https://twitter.com/GoCycleNow>"
7/11/2021 11:11,Rukus - ATL Beltline <atlbeltline@rukusfranchise.com>,"Nice job, here's your ride results!","
[image: Rukus]
Rukus - Ride Results
Brunch - RukusPrime @ Jul 11th 10:30 AM 
546 Calories 
324 Points
1 Class Rank 
12.3mi Distance 
53 / 101
Avg / Max RPM 
141 / 253
Avg / Max Watts
19.0 / 23.9
Avg / Max MPH 
0 / 0
Avg / Max HR 
Minutes in RPM Zones 
3
ZONE 1
34
ZONE 2
3
ZONE 3
1
ZONE 4
0
ZONE 5 

SPRINT POINTS RANK
1st: 30 sec 2 8
2nd: 30 sec 2 4 
Bring a Friend <https://gocyclenow.com/refer?member=[MEMBER EMAIL]> 
Book a Ride <https://rukus.click/applink> 
[image: Rate Rod]
Rate your CyclePro
Rod
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=1&id=165338498&iid=407089&n=Rod> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=2&id=165338498&iid=407089&n=Rod> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=3&id=165338498&iid=407089&n=Rod> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=4&id=165338498&iid=407089&n=Rod> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=5&id=165338498&iid=407089&n=Rod> 
Weekly totals
553/1107
Avg / Max Calories
1h 27m
Total Ride Time
Monthly Totals
450/3154
Avg / Max Calories
4h 10m
Total Ride Time
https://gocyclenow.com • (470) 260-7746 <+1(470) 260-7746> 
<https://www.facebook.com/RukusBeltLine/> 
<https://www.instagram.com/rukusbeltline> <https://twitter.com/GoCycleNow>"
